loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status
LN-00129,BR-03129,Auto,2021-03-28,2023-03-29,324756,105989.93,4.39,24,CO,Medical,C,3 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-11,2026-04-03T00:00:00Z,Complete
LN-00130,BR-03130,Auto,2024-03-23,2031-03-24,474511,173647.94,6.58,84,NJ,Medical,B,12 years,$100k-$150k,Current,0,Northstar Servicing,2026-06-03,2026-06-13T00:00:00Z,Complete
LN-00131,BR-03131,Home Equity,2024-06-23,2034-06-24,408165,343889.34,5.75,120,AZ,Auto purchase,D,12 years,$100k-$150k,Current,0,Pioneer Credit,2026-05-21,2026-06-30T00:00:00Z,Missing
LN-00132,BR-03132,Personal,2021-02-19,2026-02-19,188798,89389.29,7.08,60,CO,Education,D,2 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-04,2026-07-07T00:00:00Z,Missing
LN-00133,BR-03133,Installment,2022-12-11,2026-12-11,224266,99107.12,4.72,48,CA,Major purchase,C,10 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-06-06,2026-05-01T00:00:00Z,Complete
LN-00134,BR-03134,Student,2021-09-16,2028-09-16,424332,128305.89,8.74,84,NY,Home improvement,D,12 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-04-17,2026-05-20T00:00:00Z,Complete
LN-00135,BR-03135,Mortgage,2021-11-19,2025-11-19,70672,45573.3,8.64,48,MI,Major purchase,A,7 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-26,2026-05-24T00:00:00Z,Complete
LN-00136,BR-03136,Installment,2021-02-23,2024-02-24,187274,154254.35,8.73,36,NC,Education,B,5 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-15,2026-05-17T00:00:00Z,Complete
LN-00137,BR-03137,Home Equity,2023-05-04,2033-05-04,365858,275569.08,9.84,120,TN,Education,C,10 years,$150k+,Current,0,Harbor Servicing,2026-06-15,2026-04-27T00:00:00Z,Complete
LN-00138,BR-03138,Auto,2024-09-17,2026-09-18,203623,93945.0,5.17,24,NC,Medical,C,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-15,2026-05-31T00:00:00Z,Complete
LN-00139,BR-03139,Auto,2023-12-08,2028-12-07,491976,328992.37,6.74,60,CA,Medical,D,7 years,$50k-$75k,Current,0,Summit Financial,2026-06-03,2026-04-22T00:00:00Z,Complete
LN-00140,BR-03140,Home Equity,2024-09-09,2034-09-10,222480,95314.26,3.63,120,TX,Education,D,3 years,$150k+,Current,0,Harbor Servicing,2026-04-13,2026-04-08T00:00:00Z,Complete
LN-00141,BR-03141,Mortgage,2022-07-27,2029-07-27,380386,207614.23,5.2,84,MI,Medical,B,10 years,$50k-$75k,Current,0,Harbor Servicing,2026-04-24,2026-07-10T00:00:00Z,Partial
LN-00142,BR-03142,Installment,2024-09-24,2044-09-25,133423,75364.28,4.26,240,MI,Medical,B,5 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-24,2026-05-30T00:00:00Z,Complete
LN-00143,BR-03143,Installment,2024-07-09,2029-07-09,223202,170048.57,4.68,60,NY,Medical,C,3 years,$50k-$75k,Late,45,Summit Financial,2026-06-23,2026-05-16T00:00:00Z,Complete
LN-00144,BR-03144,Installment,2023-12-07,2030-12-07,315244,95849.18,7.9,84,FL,Debt consolidation,A,5 years,$100k-$150k,Current,0,Pioneer Credit,2026-04-27,2026-04-21T00:00:00Z,Complete
LN-00145,BR-03145,Personal,2022-12-01,2024-12-01,99479,37829.06,10.53,24,CA,Debt consolidation,B,10 years,$100k-$150k,Late,90,Northstar Servicing,2026-06-14,2026-07-23T00:00:00Z,Complete
LN-00146,BR-03146,Auto,2022-11-30,2042-12-01,401498,220391.57,11.13,240,WA,Debt consolidation,D,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-04-18,2026-04-30T00:00:00Z,Complete
LN-00147,BR-03147,Student,2023-10-21,2025-10-21,92621,62272.7,11.11,24,TX,Home improvement,A,5 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-12,2026-06-30T00:00:00Z,Complete
LN-00148,BR-03148,Home Equity,2024-05-25,2034-05-26,274227,152449.36,12.46,120,MD,Major purchase,A,2 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-14,2026-07-22T00:00:00Z,Complete
LN-00149,BR-03149,Student,2023-06-02,2027-06-02,111678,71774.73,7.88,48,MA,Major purchase,C,12 years,$75k-$100k,Current,0,Harbor Servicing,2026-07-28,2026-07-10T00:00:00Z,Complete
LN-00150,BR-03150,Student,2021-08-04,2024-08-04,225661,122791.91,6.76,36,MN,Major purchase,C,2 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-28,2026-07-14T00:00:00Z,Complete
LN-00151,BR-03151,Home Equity,2023-09-22,2025-09-22,405391,130199.51,11.37,24,TX,Home improvement,D,5 years,$150k+,Current,0,Atlas Loan Co.,2026-07-07,2026-05-28T00:00:00Z,Complete
LN-00152,BR-03152,Installment,2021-12-09,2023-12-10,38388,20577.32,7.79,24,PA,Education,C,2 years,$50k-$75k,Current,0,Summit Financial,2026-06-20,2026-05-28T00:00:00Z,Complete
LN-00153,BR-03153,Installment,2021-09-22,2028-09-22,470879,144292.72,6.34,84,IL,Major purchase,B,7 years,$150k+,Current,0,Summit Financial,2026-07-08,2026-05-27T00:00:00Z,Complete
LN-00154,BR-03154,Student,2023-04-03,2029-04-03,68407,30868.6,3.71,72,AZ,Home improvement,B,2 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-17,2026-06-16T00:00:00Z,Complete
LN-00155,BR-03155,Mortgage,2022-11-04,2042-11-05,494045,344416.41,11.47,240,TN,Home improvement,B,12 years,$100k-$150k,Current,0,Summit Financial,2026-06-14,2026-04-12T00:00:00Z,Complete
LN-00156,BR-03156,Auto,2023-07-03,2038-07-03,406295,0,4.88,180,MN,Medical,D,5 years,$75k-$100k,Closed,0,Northstar Servicing,2026-07-18,2026-05-09T00:00:00Z,Complete
LN-00157,BR-03157,Home Equity,2023-01-07,2043-01-08,378525,259986.44,12.08,240,NC,Medical,A,3 years,$150k+,Current,0,Summit Financial,2026-06-01,2026-07-11T00:00:00Z,Complete
LN-00158,BR-03158,Installment,2022-08-11,2024-08-11,479735,254080.87,4.44,24,TN,Home improvement,D,5 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-07,2026-06-21T00:00:00Z,Complete
LN-00159,BR-03159,Mortgage,2021-07-13,2041-07-14,236914,208395.06,11.05,240,TX,Auto purchase,B,12 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-07-31,2026-04-09T00:00:00Z,Complete
LN-00160,BR-03160,Auto,2025-01-13,2029-01-13,204637,98762.69,8.21,48,FL,Debt consolidation,A,7 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-30,2026-06-21T00:00:00Z,Complete
LN-00161,BR-03161,Mortgage,2022-01-26,2026-01-26,90721,77281.16,5.12,48,AZ,Education,A,7 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-04-15,2026-05-07T00:00:00Z,Complete
LN-00162,BR-03162,Installment,2022-07-03,2027-07-03,367660,135352.23,4.61,60,TX,Education,D,5 years,$75k-$100k,Current,0,Harbor Servicing,2026-05-21,2026-06-21T00:00:00Z,Complete
LN-00163,BR-03163,Mortgage,2021-07-06,2023-07-07,450118,257149.93,6.9,24,TN,Home improvement,A,2 years,$50k-$75k,Current,0,Summit Financial,2026-04-13,2026-07-31T00:00:00Z,Complete
LN-00164,BR-03164,Auto,2021-08-05,2027-08-06,348164,270615.3,9.6,72,TX,Auto purchase,C,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-04-08,2026-07-28T00:00:00Z,Complete
LN-00165,BR-03165,Mortgage,2023-12-12,2028-12-11,343955,218397.79,9.82,60,WA,Debt consolidation,B,2 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-20,2026-05-18T00:00:00Z,Partial
LN-00166,BR-03166,Student,2021-07-31,2028-07-31,455168,247249.51,9.6,84,FL,Home improvement,B,5 years,$50k-$75k,Late,15,Harbor Servicing,2026-05-10,2026-04-08T00:00:00Z,Complete
LN-00167,BR-03167,Mortgage,2022-02-24,2025-02-24,114998,39589.53,7.65,36,MN,Auto purchase,A,12 years,$75k-$100k,Current,0,Summit Financial,2026-06-25,2026-05-08T00:00:00Z,Complete
LN-00168,BR-03168,Auto,2021-04-09,2031-04-10,389437,291116.93,10.4,120,MA,Auto purchase,D,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-07,2026-07-08T00:00:00Z,Complete
LN-00169,BR-03169,Student,2022-05-27,2028-05-27,291913,158542.98,10.4,72,NC,Debt consolidation,D,7 years,$150k+,Current,0,Blue Ridge Servicing,2026-07-30,2026-05-02T00:00:00Z,Complete
LN-00170,BR-03170,Student,2022-10-21,2025-10-21,321461,0,3.63,36,PA,Debt consolidation,C,7 years,$50k-$75k,Closed,0,Harbor Servicing,2026-07-02,2026-06-05T00:00:00Z,Complete
LN-00171,BR-03171,Personal,2023-10-27,2030-10-27,106643,50015.42,3.77,84,NY,Home improvement,C,7 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-05-26,2026-04-16T00:00:00Z,Complete
LN-00172,BR-03172,Home Equity,2024-05-30,2039-05-31,269702,195693.55,3.86,180,TN,Education,B,2 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-16,2026-05-24T00:00:00Z,Complete
LN-00173,BR-03173,Installment,2023-05-07,2030-05-07,376244,311071.2,5.58,84,CA,Home improvement,D,5 years,$100k-$150k,Current,0,Harbor Servicing,2026-05-08,2026-04-05T00:00:00Z,Complete
LN-00174,BR-03174,Personal,2024-11-06,2034-11-07,339272,157269.32,9.31,120,WA,Major purchase,B,12 years,$75k-$100k,Current,0,Harbor Servicing,2026-05-30,2026-04-11T00:00:00Z,Partial
LN-00175,BR-03175,Installment,2023-09-14,2030-09-14,416630,137804.11,10.08,84,MA,Home improvement,A,2 years,$75k-$100k,Current,0,Harbor Servicing,2026-07-26,2026-05-03T00:00:00Z,Complete
LN-00176,BR-03176,Auto,2024-09-24,2026-09-25,121836,93705.57,4.52,24,GA,Medical,C,12 years,$100k-$150k,Current,0,Summit Financial,2026-06-19,2026-06-02T00:00:00Z,Partial
LN-00177,BR-03177,Personal,2025-01-31,2040-02-01,197839,175549.9,11.76,180,FL,Education,D,10 years,$150k+,Current,0,Summit Financial,2026-05-29,2026-05-11T00:00:00Z,Complete
LN-00178,BR-03178,Home Equity,2024-05-11,2028-05-11,180278,158414.71,6.37,48,VA,Auto purchase,A,7 years,$75k-$100k,Delinquent,60,Northstar Servicing,2026-06-13,2026-06-12T00:00:00Z,Complete
LN-00179,BR-03179,Installment,2022-08-22,2024-08-22,45318,0,11.17,24,MN,Education,C,2 years,$50k-$75k,Closed,0,Atlas Loan Co.,2026-04-30,2026-05-05T00:00:00Z,Complete
LN-00180,BR-03180,Mortgage,2023-10-01,2025-10-01,90345,40292.09,11.29,24,MI,Medical,B,2 years,$75k-$100k,Late,45,Northstar Servicing,2026-07-17,2026-05-08T00:00:00Z,Complete
LN-00181,BR-03181,Installment,2021-01-14,2025-01-14,414452,273660.14,6.21,48,NC,Auto purchase,D,10 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-18,2026-05-29T00:00:00Z,Complete
LN-00182,BR-03182,Personal,2021-04-02,2031-04-03,161760,86984.46,5.01,120,FL,Debt consolidation,C,5 years,$50k-$75k,Late,30,Northstar Servicing,2026-07-01,2026-05-17T00:00:00Z,Complete
LN-00183,BR-03183,Personal,2022-06-29,2028-06-29,240830,212664.81,5.36,72,PA,Medical,B,7 years,$150k+,Current,0,Harbor Servicing,2026-07-01,2026-04-14T00:00:00Z,Complete
LN-00184,BR-03184,Installment,2022-04-04,2025-04-04,372506,199725.38,11.45,36,IL,Debt consolidation,D,12 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-06-30,2026-04-12T00:00:00Z,Complete
LN-00185,BR-03185,Student,2024-06-12,2031-06-13,203143,186334.98,5.11,84,WA,Major purchase,B,3 years,$100k-$150k,Late,15,Summit Financial,2026-05-08,2026-04-14T00:00:00Z,Complete
LN-00186,BR-03186,Personal,2023-11-01,2053-11-01,407313,0,11.11,360,MN,Education,B,7 years,$50k-$75k,Closed,0,Blue Ridge Servicing,2026-05-16,2026-04-06T00:00:00Z,Complete
LN-00187,BR-03187,Personal,2021-06-01,2041-06-02,79778,44534.36,8.58,240,PA,Auto purchase,B,5 years,$75k-$100k,Late,90,Summit Financial,2026-07-18,2026-06-17T00:00:00Z,Complete
LN-00188,BR-03188,Installment,2025-01-07,2055-01-08,410914,255614.04,5.9,360,WA,Auto purchase,D,10 years,$50k-$75k,Current,0,Harbor Servicing,2026-07-08,2026-06-28T00:00:00Z,Complete
LN-00189,BR-03189,Auto,2025-01-08,2031-01-09,308268,235233.8,6.95,72,MI,Debt consolidation,B,10 years,$100k-$150k,Current,0,Harbor Servicing,2026-06-13,2026-05-19T00:00:00Z,Complete
LN-00190,BR-03190,Installment,2022-06-02,2037-06-02,344514,312033.55,6.16,180,CO,Medical,B,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-18,2026-06-15T00:00:00Z,Complete
LN-00191,BR-03191,Mortgage,2024-05-23,2039-05-24,379650,174531.14,6.99,180,NJ,Medical,D,7 years,$150k+,Late,15,Blue Ridge Servicing,2026-06-11,2026-06-21T00:00:00Z,Complete
LN-00192,BR-03192,Mortgage,2024-07-23,2026-07-24,218464,98493.7,3.96,24,AZ,Debt consolidation,D,2 years,$50k-$75k,Late,45,Blue Ridge Servicing,2026-04-04,2026-05-05T00:00:00Z,Complete
LN-00193,BR-03193,Personal,2024-09-24,2039-09-25,272956,137065.93,3.82,180,VA,Education,D,12 years,$100k-$150k,Delinquent,15,Northstar Servicing,2026-05-07,2026-06-26T00:00:00Z,Complete
LN-00194,BR-03194,Installment,2024-09-11,2029-09-11,239561,133778.35,5.67,60,IL,Medical,B,7 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-19,2026-05-28T00:00:00Z,Complete
LN-00195,BR-03195,Auto,2024-04-08,2029-04-08,251690,99621.67,10.53,60,NY,Home improvement,D,7 years,$50k-$75k,Current,0,Summit Financial,2026-06-05,2026-07-27T00:00:00Z,Complete
LN-00196,BR-03196,Mortgage,2022-03-05,2052-03-05,50343,31867.26,5.57,360,VA,Auto purchase,C,12 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-04-18,2026-04-14T00:00:00Z,Partial
LN-00197,BR-03197,Auto,2024-10-06,2026-10-07,350235,211032.69,11.21,24,PA,Medical,A,10 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-06-14,2026-04-26T00:00:00Z,Complete
LN-00198,BR-03198,Student,2022-05-22,2028-05-22,443680,214586.74,5.8,72,TX,Major purchase,A,12 years,$100k-$150k,Current,0,Northstar Servicing,2026-04-17,2026-06-20T00:00:00Z,Complete
LN-00199,BR-03199,Personal,2024-02-08,2027-02-08,147152,48183.07,3.96,36,AZ,Major purchase,A,10 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-05-24,2026-06-28T00:00:00Z,Complete
LN-00200,BR-03200,Student,2022-06-10,2024-06-10,382505,133896.81,12.16,24,NC,Debt consolidation,B,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-06-27,2026-07-23T00:00:00Z,Complete
LN-00201,BR-03201,Personal,2021-08-06,2025-08-06,385780,115802.76,8.78,48,TX,Major purchase,C,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-06-25,2026-07-06T00:00:00Z,Complete
LN-00202,BR-03202,Mortgage,2024-07-19,2044-07-20,304200,276846.9,9.58,240,IL,Debt consolidation,A,12 years,$75k-$100k,Current,0,Harbor Servicing,2026-04-03,2026-04-08T00:00:00Z,Complete
LN-00203,BR-03203,Home Equity,2024-01-11,2030-01-11,200278,87960.95,10.98,72,PA,Medical,D,2 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-06-05,2026-06-15T00:00:00Z,Complete
LN-00204,BR-03204,Installment,2021-01-04,2024-01-05,268204,195912.42,7.68,36,NC,Medical,B,7 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-29,2026-04-22T00:00:00Z,Complete
LN-00205,BR-03205,Personal,2023-09-06,2053-09-06,119875,102191.59,7.11,360,GA,Education,A,2 years,$50k-$75k,Late,45,Blue Ridge Servicing,2026-04-06,2026-04-06T00:00:00Z,Complete
LN-00206,BR-03206,Student,2024-05-28,2039-05-29,277247,136953.7,3.65,180,MN,Home improvement,C,10 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-06,2026-05-15T00:00:00Z,Complete
LN-00207,BR-03207,Installment,2023-02-19,2043-02-20,181906,0,5.47,240,GA,Medical,D,2 years,$100k-$150k,Closed,0,Harbor Servicing,2026-07-27,2026-07-21T00:00:00Z,Complete
LN-00208,BR-03208,Home Equity,2023-10-17,2025-10-17,325692,222781.57,7.54,24,GA,Medical,C,2 years,$75k-$100k,Current,0,Northstar Servicing,2026-05-27,2026-07-16T00:00:00Z,Complete
LN-00209,BR-03209,Installment,2021-01-01,2028-01-02,87162,52158.21,7.09,84,CO,Home improvement,A,10 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-26,2026-04-30T00:00:00Z,Complete
LN-00210,BR-03210,Student,2021-12-11,2041-12-12,217809,56132.51,10.49,240,MD,Major purchase,A,12 years,$150k+,Current,0,Blue Ridge Servicing,2026-05-25,2026-05-25T00:00:00Z,Complete
LN-00211,BR-03211,Mortgage,2024-09-14,2054-09-15,65981,36976.47,3.59,360,PA,Auto purchase,C,2 years,$150k+,Late,30,Northstar Servicing,2026-07-03,2026-04-03T00:00:00Z,Complete
LN-00212,BR-03212,Student,2021-10-26,2036-10-26,198409,166514.19,11.0,180,TX,Auto purchase,C,7 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-01,2026-08-01T00:00:00Z,Complete
LN-00213,BR-03213,Installment,2025-02-06,2027-02-07,491943,169768.01,5.6,24,GA,Medical,D,5 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-01,2026-04-08T00:00:00Z,Complete
LN-00214,BR-03214,Personal,2024-03-06,2029-03-06,203618,151927.7,9.81,60,IL,Medical,D,3 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-22,2026-07-09T00:00:00Z,Complete
LN-00215,BR-03215,Mortgage,2023-05-10,2043-05-11,246653,213688.17,7.62,240,NJ,Auto purchase,A,3 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-26,2026-06-21T00:00:00Z,Complete
LN-00216,BR-03216,Auto,2022-09-24,2028-09-24,418067,185683.92,10.86,72,OR,Education,D,10 years,$50k-$75k,Current,0,Pioneer Credit,2026-07-07,2026-06-03T00:00:00Z,Complete
LN-00217,BR-03217,Student,2022-09-06,2032-09-06,389583,107618.2,12.06,120,CO,Education,B,7 years,$150k+,Current,0,Northstar Servicing,2026-04-24,2026-04-13T00:00:00Z,Complete
LN-00218,BR-03218,Auto,2022-10-25,2032-10-25,142123,129028.56,3.68,120,TX,Education,C,10 years,$150k+,Current,0,Harbor Servicing,2026-06-08,2026-04-22T00:00:00Z,Complete
LN-00219,BR-03219,Personal,2023-10-05,2028-10-04,339514,258867.91,4.91,60,IL,Auto purchase,A,5 years,$75k-$100k,Current,0,Harbor Servicing,2026-07-03,2026-07-31T00:00:00Z,Complete
LN-00220,BR-03220,Auto,2022-12-26,2026-12-26,23290,15484.38,4.29,48,AZ,Medical,A,10 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-06-10,2026-07-10T00:00:00Z,Complete
LN-00221,BR-03221,Personal,2024-12-10,2044-12-11,310523,180725.9,4.47,240,PA,Education,C,2 years,$150k+,Current,0,Summit Financial,2026-07-30,2026-05-02T00:00:00Z,Complete
LN-00222,BR-03222,Mortgage,2023-08-16,2027-08-16,64510,49230.38,5.01,48,NJ,Medical,C,2 years,$150k+,Current,0,Harbor Servicing,2026-06-14,2026-05-10T00:00:00Z,Complete
LN-00223,BR-03223,Installment,2021-01-14,2051-01-15,260788,109538.27,10.68,360,MI,Major purchase,C,2 years,$150k+,Current,0,Atlas Loan Co.,2026-07-31,2026-07-27T00:00:00Z,Complete
LN-00224,BR-03224,Home Equity,2024-12-28,2054-12-29,179795,95957.43,10.99,360,VA,Medical,B,12 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-04-13,2026-04-09T00:00:00Z,Partial
LN-00225,BR-03225,Student,2023-09-15,2053-09-15,189849,126154.93,4.12,360,IL,Education,A,2 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-16,2026-06-13T00:00:00Z,Complete
LN-00226,BR-03226,Personal,2023-03-06,2043-03-07,354854,255882.6,8.28,240,CA,Major purchase,A,3 years,$100k-$150k,Current,0,Northstar Servicing,2026-04-30,2026-05-14T00:00:00Z,Complete
LN-00227,BR-03227,Mortgage,2022-09-04,2052-09-04,411416,345481.99,9.29,360,MN,Auto purchase,B,10 years,$50k-$75k,Delinquent,15,Atlas Loan Co.,2026-04-04,2026-06-21T00:00:00Z,Complete
LN-00228,BR-03228,Auto,2023-04-09,2043-04-10,303555,233122.53,9.39,240,FL,Medical,A,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-08,2026-06-30T00:00:00Z,Complete
LN-00229,BR-03229,Mortgage,2024-10-09,2030-10-10,373697,177806.64,9.25,72,CO,Auto purchase,A,2 years,$150k+,Current,0,Summit Financial,2026-07-24,2026-04-16T00:00:00Z,Complete
LN-00230,BR-03230,Auto,2022-02-07,2026-02-07,315469,135606.96,7.79,48,GA,Debt consolidation,C,12 years,$75k-$100k,Current,0,Summit Financial,2026-05-15,2026-06-17T00:00:00Z,Complete
LN-00231,BR-03231,Home Equity,2022-06-22,2032-06-22,79442,61380.66,9.77,120,OH,Education,B,7 years,$50k-$75k,Current,0,Summit Financial,2026-07-18,2026-07-10T00:00:00Z,Complete
LN-00232,BR-03232,Personal,2023-01-01,2027-01-01,249393,72013.12,11.65,48,MD,Education,D,5 years,$100k-$150k,Current,0,Summit Financial,2026-06-03,2026-04-20T00:00:00Z,Complete
LN-00233,BR-03233,Personal,2022-11-27,2026-11-27,137650,52415.35,4.43,48,TN,Major purchase,A,12 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-07-04,2026-04-24T00:00:00Z,Complete
LN-00234,BR-03234,Personal,2024-05-31,2026-06-01,158723,52924.52,9.88,24,CO,Auto purchase,B,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-04-25,2026-07-07T00:00:00Z,Missing
LN-00235,BR-03235,Personal,2021-02-04,2041-02-05,87071,26271.11,11.79,240,AZ,Medical,A,3 years,$50k-$75k,Current,0,Harbor Servicing,2026-04-07,2026-06-05T00:00:00Z,Complete
LN-00236,BR-03236,Personal,2022-03-03,2028-03-03,109437,69663.65,11.77,72,CO,Medical,B,3 years,$75k-$100k,Current,0,Summit Financial,2026-06-29,2026-04-27T00:00:00Z,Complete
LN-00237,BR-03237,Mortgage,2021-11-03,2051-11-04,409024,239759.16,7.76,360,NJ,Medical,A,10 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-15,2026-04-18T00:00:00Z,Complete
LN-00238,BR-03238,Mortgage,2023-11-07,2028-11-06,436190,351127.35,6.55,60,OH,Education,C,12 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-19,2026-07-17T00:00:00Z,Complete
LN-00239,BR-03239,Personal,2022-12-10,2026-12-10,243807,92958.03,11.23,48,OR,Education,B,5 years,$75k-$100k,Late,30,Blue Ridge Servicing,2026-04-23,2026-06-04T00:00:00Z,Complete
LN-00240,BR-03240,Installment,2024-03-09,2034-03-10,452086,124070.41,11.58,120,OR,Medical,C,2 years,$150k+,Current,0,Northstar Servicing,2026-04-30,2026-07-22T00:00:00Z,Complete
LN-00241,BR-03241,Personal,2024-02-08,2044-02-09,28028,14361.87,5.17,240,PA,Debt consolidation,C,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-07,2026-06-05T00:00:00Z,Complete
LN-00242,BR-03242,Mortgage,2021-10-22,2026-10-22,185514,86897.04,6.59,60,OR,Major purchase,A,12 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-07-03,2026-04-03T00:00:00Z,Partial
LN-00243,BR-03243,Installment,2022-10-18,2024-10-18,207768,129027.58,4.01,24,PA,Auto purchase,D,2 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-04-25,2026-05-18T00:00:00Z,Complete
LN-00244,BR-03244,Home Equity,2021-09-10,2051-09-11,388138,307312.36,9.99,360,AZ,Auto purchase,A,10 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-07,2026-06-18T00:00:00Z,Complete
LN-00245,BR-03245,Auto,2023-01-11,2029-01-11,489391,365211.8,3.72,72,CA,Education,A,3 years,$150k+,Current,0,Harbor Servicing,2026-05-16,2026-05-07T00:00:00Z,Complete
LN-00246,BR-03246,Auto,2024-05-27,2027-05-28,68293,42744.21,7.69,36,MN,Medical,C,12 years,$150k+,Current,0,Pioneer Credit,2026-07-27,2026-05-16T00:00:00Z,Complete
LN-00247,BR-03247,Installment,2021-05-23,2031-05-24,155085,112533.3,12.33,120,MA,Home improvement,D,5 years,$150k+,Current,0,Harbor Servicing,2026-04-03,2026-07-10T00:00:00Z,Complete
LN-00248,BR-03248,Home Equity,2021-06-05,2026-06-05,154490,88313.57,10.94,60,WA,Education,C,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-14,2026-06-16T00:00:00Z,Partial
LN-00249,BR-03249,Installment,2024-02-02,2039-02-02,431238,370024.69,11.34,180,PA,Education,B,2 years,$50k-$75k,Current,0,Pioneer Credit,2026-07-23,2026-05-07T00:00:00Z,Complete
